age,weight(kg),height(m),BMI,BMR,activity_level,calories_to_maintain_weight,gender_F,gender_M
7,23.69266745360649,1.1589876288059002,17.638285104842925,1046.578,70.0,1779.1826,1,0
7,23.85867326235507,1.2257732486888997,15.879104673514508,1059.525,50.0,1589.2875,1,0
6,24.52546748191684,1.2736597376914198,15.11856089786681,998.029,50.0,1497.0435,0,1
8,27.3785460339654,1.161212863619448,20.30423841735348,967.293,70.0,1644.3981,0,1
8,26.14285992343441,1.1734369563744491,18.98600418487481,956.476,50.0,1434.714,0,1
8,26.683975973060942,1.296621437875845,15.871725556489269,1093.992,70.0,1859.7864,1,0
6,24.4036737448686,1.2420668792900018,15.818498147358111,980.564,50.0,1470.846,0,1
6,26.14540254494492,1.2060338823367482,17.975306927770117,1082.822,50.0,1624.2329999999995,1,0
7,27.08721848593277,1.316966952762239,15.617612983560116,1047.978,70.0,1781.5626,0,1
8,26.07731063787794,1.1780003012144862,18.79195645546928,1068.002,70.0,1815.6034,1,0
6,27.31823701301904,1.2415435851831682,17.722652740692723,1020.232,89.99999999999999,1938.4408,0,1
9,21.516548726171493,1.2953759669383582,12.822743078695568,947.265,70.0,1610.3505,0,1
7,26.564772684748487,1.22189360430444,17.792596124595782,1084.844,70.0,1844.2348,1,0
7,23.86095988101865,1.3199203457406077,13.695959526925089,1005.255,50.0,1507.8825,0,1
9,21.711151712859596,1.3125536543818352,12.60226858282819,958.52,70.0,1629.484,0,1
8,23.053851266806063,1.2012184143746372,15.977157799465102,928.047,89.99999999999999,1763.2893,0,1
7,27.78427625717885,1.1588649722363011,20.68871020248448,1085.836,70.0,1845.9212,1,0
8,21.335233868154425,1.2003340467430978,14.807889271210724,1026.275,50.0,1539.4125,1,0
8,26.147231107133656,1.2650472406742863,16.338501342540017,1002.341,89.99999999999999,1904.4479,0,1
8,25.71968383084301,1.3093005821754329,15.003303808693415,1086.89,50.0,1630.335,1,0
7,24.40126376792825,1.309295247289506,14.23433349633976,1007.345,89.99999999999999,1913.9555,0,1
6,20.174000015198907,1.32057046625223,11.568281715290157,1044.967,50.0,1567.4505,1,0
9,27.338100733262937,1.2971755914151692,16.246911068817123,1095.666,50.0,1643.4989999999998,1,0
7,24.26481266743108,1.1879768836014744,17.193368162882024,1056.998,70.0,1796.8966,1,0
8,20.59325984898072,1.2727280799636544,12.71316980033389,930.092,89.99999999999999,1767.1747999999998,0,1
6,24.221250999000524,1.158148002271149,18.057949968133297,936.105,89.99999999999999,1778.5995,0,1
6,26.104371016660345,1.3274722767593607,14.813657983957365,1103.072,70.0,1875.2224,1,0
8,20.5289083639288,1.3006770914796215,12.134639362352164,1035.593,70.0,1760.5081,1,0
8,22.914700822369248,1.1965372951993412,16.00522234664713,923.8,70.0,1570.4599999999998,0,1
7,21.766544982217987,1.2749041649833144,13.391660132966477,954.054,89.99999999999999,1812.7026,0,1
7,22.315675909527613,1.2859383441320265,13.494902554443218,967.094,89.99999999999999,1837.4786,0,1
7,23.652538205278876,1.325686615785472,13.458479873471315,1005.283,50.0,1507.9245,0,1
9,27.44729352043693,1.3050448775518375,16.115679952892613,1098.052,50.0,1647.078,1,0
7,21.036252841127396,1.328953722798018,11.911012102716828,1049.97,50.0,1574.955,1,0
6,26.68520150804987,1.275970551275146,16.390386102554398,1099.893,50.0,1649.8395,1,0
8,27.686291425570857,1.2305179283960923,18.284744436069072,1092.376,50.0,1638.564,1,0
8,21.55131474370005,1.2792376156020928,13.169561875316523,1041.763,50.0,1562.6445,1,0
7,24.773937856020176,1.311958123193985,14.39312503228103,1013.782,89.99999999999999,1926.1858,0,1
7,23.61468001412481,1.158699238678223,17.588978656641657,1045.78,70.0,1777.8259999999998,1,0
8,20.641183786454008,1.2200702593491977,13.866438158772832,1022.967,50.0,1534.4505,1,0
7,21.453289901202577,1.3027665492192615,12.640396702466877,1049.522,70.0,1784.1873999999998,1,0
7,27.702341823500085,1.1658120989151406,20.38258994536081,980.828,19.999999999999996,1176.9936,0,1
6,21.279523186177784,1.3059175399680956,12.477580557956763,969.688,89.99999999999999,1842.4072,0,1
9,20.19185564329814,1.2378953072041077,13.176752832584771,900.376,89.99999999999999,1710.7143999999998,0,1
9,24.481176819711283,1.2293702839367715,16.198204150331254,1056.712,70.0,1796.4104,1,0
8,27.656883382921503,1.2232752930257804,18.482249558622176,1002.137,50.0,1503.2055,0,1
8,26.36000204668776,1.1631495631450706,19.483829291377504,1068.191,70.0,1815.9247,1,0
7,24.80832410893736,1.233089574034158,16.315792582626397,974.819,89.99999999999999,1852.1561,0,1
7,25.81276233266752,1.1794045243482538,18.55704854284596,961.737,89.99999999999999,1827.3003,0,1
7,26.134738616639844,1.187040817670694,18.547563009227712,1074.79,89.99999999999999,2042.101,1,0
7,26.145448879236028,1.3308870996183304,14.760928329609357,1042.036,50.0,1563.054,0,1
9,27.482772648678512,1.1786935656704782,19.78147719070344,1076.913,70.0,1830.7521,1,0
6,20.041917595714963,1.2767742360629823,12.294505092000117,938.161,70.0,1594.8737,0,1
8,22.314761847085958,1.1564342439734716,16.685928160939113,1028.216,70.0,1747.9671999999998,1,0
7,23.01336966815174,1.254111973516199,14.632131151268066,1056.227,70.0,1795.5859,1,0
7,26.8939494724114,1.3206968678515674,15.418718829036576,1104.8,50.0,1657.1999999999998,1,0
7,27.314511294467632,1.2974874013711832,16.2250907865375,1104.892,50.0,1657.3380000000002,1,0
7,27.865302702714537,1.252083719455099,17.774485073301747,1026.197,70.0,1744.5348999999997,0,1
8,23.871660915243105,1.2932146863127345,14.273858293285915,985.249,70.0,1674.9233,0,1
6,26.168145762456955,1.292186999086126,15.671920351813757,1029.797,50.0,1544.6955,0,1
7,23.12855784122676,1.1965885548453106,16.153210940629286,933.556,89.99999999999999,1773.7564,0,1
8,20.61397544009725,1.2519323249107392,13.152249780143698,1028.123,70.0,1747.8091,1,0
7,22.75186729123807,1.162348266790729,16.84009360389838,1038.117,50.0,1557.1754999999998,1,0
7,20.022353201549134,1.3245096362557067,11.413132879518244,1039.481,50.0,1559.2215,1,0
7,27.784612120654465,1.1657903554091988,20.443884663186036,1087.017,50.0,1630.5255000000002,1,0
9,21.60788084668062,1.2308489787227324,14.262729217177654,916.252,89.99999999999999,1740.8787999999995,0,1
6,22.812367261659105,1.275049196681809,14.031899671999383,975.254,89.99999999999999,1852.9826,0,1
8,22.344639843583977,1.3303025753137756,12.62619508750714,982.873,70.0,1670.8841,0,1
8,21.14746292596421,1.1652636690543423,15.57434748109096,883.952,70.0,1502.7184,0,1
7,27.540331937331487,1.1567978837843311,20.58041838820852,1083.143,70.0,1841.3431,1,0
7,24.56139438051976,1.2938733273527552,14.671330424043624,1001.828,89.99999999999999,1903.4732,0,1
6,20.01732776980773,1.275880237835581,12.296634916245454,937.378,89.99999999999999,1781.0182,0,1
8,20.94562832728885,1.235378352542855,13.72440163703932,916.244,89.99999999999999,1740.8636,0,1
7,26.808165389728423,1.2566296657534013,16.976668878436644,1093.085,70.0,1858.2445,1,0
8,20.641650545037532,1.1676498867701948,15.13976514541596,1014.06,89.99999999999999,1926.714,1,0
8,26.112103755750205,1.211769412182307,17.78287154244533,1074.077,50.0,1611.1155,1,0
7,22.063960032406857,1.158834584403184,16.43011360720379,1030.916,70.0,1752.5571999999995,1,0
9,27.74463241180252,1.2529358494023566,17.67344871742065,1011.369,50.0,1517.0535,0,1
9,27.18782180344516,1.24036721580725,17.6715179850711,997.457,50.0,1496.1855,0,1
9,23.723442641089225,1.1835871694652147,16.934688594002246,921.605,89.99999999999999,1751.0495,0,1
9,22.805575127948835,1.3148032968429555,13.192267844983418,1055.15,70.0,1793.755,1,0
8,21.017566513481484,1.156418695913892,15.716369177190955,1015.76,50.0,1523.64,1,0
9,26.624657730906694,1.2720871283141943,16.453197733610438,1005.601,89.99999999999999,1910.6419,0,1
9,24.027765442321652,1.271951442214901,14.851568394049409,969.956,50.0,1454.934,0,1
8,24.61985826603063,1.2290973486204997,16.297199606110212,963.441,70.0,1637.8497,0,1
7,23.36003891559235,1.315103920683208,13.50682947522417,1069.924,70.0,1818.8708,1,0
7,27.6211297746373,1.279320571722769,16.876511178026455,1104.747,50.0,1657.1205,1,0
6,21.99142587162493,1.200126701644549,15.268599090720848,926.546,89.99999999999999,1760.4374,0,1
7,22.38339380199357,1.1668104300357398,16.440890253592762,1035.338,50.0,1553.007,1,0
7,20.482505705507595,1.2330575248120148,13.471514062996286,915.539,89.99999999999999,1739.5241,0,1
7,22.92500155452533,1.1710729590099622,16.71635047574851,1041.262,50.0,1561.893,1,0
7,24.65458929662077,1.1814577637942532,17.662874014532782,1059.632,70.0,1801.3744000000002,1,0
7,23.157427936259577,1.3189440142910696,13.311824970188724,995.129,89.99999999999999,1890.7451,0,1
6,21.8216131517844,1.2954307317396971,13.003446076924757,971.871,89.99999999999999,1846.5549,0,1
8,23.74837613833383,1.309127957119396,13.8570161708907,1067.936,50.0,1601.904,1,0
6,22.79842805460407,1.189928350209957,16.10138668530893,1047.953,50.0,1571.9295,1,0
9,22.639227281285148,1.3080525588944023,13.231564860245088,1052.406,70.0,1789.0902,1,0
6,21.94192484996824,1.3198721558389968,12.59537172302356,985.74,70.0,1675.758,0,1
7,24.6724813381497,1.1593820900100331,18.355222563017108,936.104,89.99999999999999,1778.5976,0,1
7,26.874572867941435,1.2394914499625511,17.492605417206082,1006.327,70.0,1710.7559,0,1
8,27.599668091428835,1.170788832746147,20.134772020206384,1081.391,50.0,1622.0865,1,0
6,23.5401914801776,1.317950741719088,13.552257143300675,1006.676,70.0,1711.3492,0,1
7,26.43172409299307,1.1920228898339618,18.601857033281256,1078.488,70.0,1833.4296,1,0
7,22.610951670719597,1.2917405569350138,13.550903449781009,974.04,89.99999999999999,1850.676,0,1
9,19.94419151375198,1.1996092394140625,13.859157546945008,1008.098,50.0,1512.147,1,0
8,21.30186561813414,1.268388460418212,13.240764953678523,1037.524,50.0,1556.2859999999998,1,0
7,23.538096804021823,1.2672413667117346,14.65725562925624,974.493,70.0,1656.6381,0,1
6,20.29105482502956,1.2296672736060794,13.419285555974009,1030.638,50.0,1545.957,1,0
9,20.00642879708268,1.1597097522926278,14.875478830804685,858.743,70.0,1459.8631,0,1
8,21.975786176290423,1.265672951227608,13.718335598856733,1043.532,70.0,1774.0043999999998,1,0
7,26.791693154040143,1.1637833425632942,19.781348171714985,1077.143,89.99999999999999,2046.5717,1,0
8,26.63315284718756,1.2273564315537573,17.679955845197505,1081.729,70.0,1838.9393,1,0
8,23.30994843466263,1.203017515260077,16.106360366789577,932.455,70.0,1585.1735,0,1
7,21.14250304769816,1.272211054860219,13.062853966239238,1041.344,50.0,1562.016,1,0
7,26.180974850518773,1.250601178448244,16.739718339702968,1086.04,50.0,1629.06,1,0
7,27.71228059877736,1.2850522301278806,16.78149734205484,1040.584,50.0,1560.8760000000002,0,1
6,22.90612608305199,1.2690448901008569,14.223211806896416,973.536,89.99999999999999,1849.7184,0,1
8,25.63849798894202,1.2187021041064323,17.262252183067456,972.198,89.99999999999999,1847.1762,0,1
8,23.04904345978293,1.1829988982212116,16.469644558102438,1039.781,70.0,1767.6276999999998,1,0
7,23.229400646419112,1.2951336534164626,13.848694266635093,984.21,70.0,1673.157,0,1
7,24.45680903541379,1.2795212148311077,14.938424981444925,993.219,70.0,1688.4723,0,1
7,20.710694933797004,1.3140052863394007,11.995005370596449,959.139,89.99999999999999,1822.3641,0,1
9,24.858226007331908,1.2442909928513657,16.05558808269429,1062.868,70.0,1806.8756,1,0
6,22.941227621538584,1.3103841365258702,13.360398136311913,1069.801,50.0,1604.7015,1,0
8,26.62745444487205,1.1566831369698631,19.90218881160126,1069.66,50.0,1604.4900000000002,1,0
6,22.98566824066931,1.1808049850733542,16.48544892483915,1048.199,50.0,1572.2985,1,0
9,26.471210557028936,1.2592698275425074,16.693069717075634,997.09,50.0,1495.635,0,1
9,25.108597248433757,1.2863525715709998,15.174081501846263,991.964,50.0,1487.946,0,1
9,26.83821996170135,1.2894998220390268,16.140282614607848,1017.234,70.0,1729.2978,0,1
7,26.77216833632346,1.2100348567366157,18.284697725201383,990.196,89.99999999999999,1881.3724,0,1
7,26.30458757355844,1.1714650440770864,19.167824702883816,1073.773,89.99999999999999,2040.1687,1,0
7,24.17600241837392,1.2602590002475826,15.221760172181222,1068.434,70.0,1816.3378,1,0
6,26.54870471094332,1.201806667841312,18.381210924574702,989.821,50.0,1484.7315,0,1
7,22.08499831950772,1.321781287396846,12.640905134129705,1058.819,70.0,1799.9923,1,0
9,20.7208678487453,1.2318147627654,13.655799501302203,904.583,89.99999999999999,1718.7077,0,1
7,24.485795523165528,1.3028720076822016,14.424830272344709,1078.652,70.0,1833.7084,1,0
7,25.61995962544684,1.2932599724040197,15.31816591168202,1016.023,50.0,1524.0345,0,1
7,25.644026462648384,1.3307836270967557,14.480091905198572,1094.516,70.0,1860.6772,1,0
7,21.939065749955933,1.176363353369351,15.853865020678484,1032.697,50.0,1549.0454999999995,1,0
6,27.03572827983735,1.1813325014130909,19.372861233003217,1087.17,50.0,1630.755,1,0
8,24.180489238505167,1.1597624323592022,17.977405317593245,1046.692,50.0,1570.038,1,0
7,21.408285094527745,1.3224027683336048,12.242056518343125,1052.428,70.0,1789.1276,1,0
8,23.91891930440856,1.2350569414269508,15.680777475801143,1056.981,50.0,1585.4715,1,0
6,26.670101800733104,1.2306495662816317,17.609858546808294,1005.905,50.0,1508.8575,0,1
8,22.1362505815044,1.311604483169584,12.867621493143758,970.669,50.0,1456.0035,0,1
8,25.940944469707727,1.277821648170844,15.88712458123865,1005.902,89.99999999999999,1911.2138,0,1
7,23.81385382128021,1.2928804708223465,14.246655824780476,991.09,89.99999999999999,1883.071,0,1
7,24.82050841141332,1.2993597563126138,14.701168309921986,1081.268,50.0,1621.902,1,0
9,27.921190118253644,1.270648361464697,17.2935105933761,1096.754,50.0,1645.131,1,0
8,22.266955258356,1.3070714983548417,13.033532738772834,1053.365,50.0,1580.0475,1,0
8,23.458440825442352,1.2678657622855434,14.593269227888104,966.914,70.0,1643.7538,0,1
7,28.07288977995336,1.2522065092708834,17.903387288928016,1104.475,50.0,1656.7125,1,0
8,27.191129228416766,1.2600142388628686,17.12680441047591,1014.126,70.0,1724.0141999999998,0,1
6,23.95959986532336,1.3045777144561777,14.077957511312624,1078.59,50.0,1617.8849999999998,1,0
6,26.442802134929288,1.1835871187360625,18.87587163754137,1081.861,70.0,1839.1637,1,0
8,24.762959814173637,1.1622971939254183,18.33024097013792,1052.715,70.0,1789.6155,1,0
8,25.736275173728345,1.2337189062447924,16.90881805804014,981.046,50.0,1471.569,0,1
7,24.93440000723784,1.282463988816938,15.160326833038738,1079.489,70.0,1835.1313,1,0
8,20.782818006438376,1.293869701770228,12.414331783998112,1036.873,50.0,1555.3095,1,0
7,26.84987345530876,1.2239347625604882,17.923618989637315,998.211,89.99999999999999,1896.6009,0,1
6,22.897582568433688,1.2334262724860423,15.05092681762522,1056.299,70.0,1795.7083,1,0
6,24.46952841208539,1.3246397117298498,13.945370530977051,1086.896,50.0,1630.344,1,0
7,25.72239069602779,1.240405907767321,16.717975267064823,991.0,50.0,1486.5,0,1
8,19.936319546641208,1.3103953602175522,11.610215816170651,939.925,70.0,1597.8725,0,1
7,26.318116560988745,1.179936478338626,18.903296681346625,968.926,89.99999999999999,1840.9594,0,1
9,25.52771256909267,1.2286146177591766,16.911438280548456,968.837,50.0,1453.2555,0,1
9,25.46811841438799,1.2425349771784215,16.496036718940648,1068.425,70.0,1816.3225,1,0
7,26.91141216852217,1.2050852584259446,18.531088926822825,1085.314,30.000000000000004,1410.9082,1,0
9,22.18945569620266,1.2033253714690164,15.324294932723804,1030.284,70.0,1751.4828000000002,1,0
7,25.6838821167932,1.290000797547335,15.43407869629822,1015.27,50.0,1522.905,0,1
7,25.385523824685865,1.2095894846268915,17.350425266165264,970.976,50.0,1456.464,0,1
6,27.33593282074299,1.216591249850345,18.46904848519463,1007.998,50.0,1511.997,0,1
8,22.42256713794677,1.3178991230830406,12.909844019913322,977.739,50.0,1466.6085,0,1
6,27.48152742865917,1.2852071857465317,16.637749341160266,1044.301,70.0,1775.3116999999995,0,1
7,25.284600917373027,1.224699655072241,16.857645322413777,977.149,70.0,1661.1533,0,1
7,26.326124018168777,1.276949378300545,16.145056190158726,1091.912,50.0,1637.868,1,0
9,22.93731214605399,1.323433893054658,13.095980489319762,1057.882,50.0,1586.823,1,0
8,24.57672290147853,1.2804498958891142,14.98990203579662,1071.013,50.0,1606.5195,1,0
7,25.990153433223806,1.1653092385590855,19.13931826302947,957.12,30.000000000000004,1244.256,0,1
7,22.47676499877601,1.2616613899349691,14.120438364063242,957.162,70.0,1627.1754,0,1
6,22.687513897874968,1.240913051725653,14.733441517638566,1055.555,50.0,1583.3325,1,0
8,26.765358036704782,1.2071963444580034,18.36611223335031,1079.571,50.0,1619.3565,1,0
6,20.832990084453176,1.1784334128731857,15.001735757614757,1027.13,50.0,1540.6950000000002,1,0
7,23.215186267726573,1.2646887731892789,14.514592452634274,1059.963,50.0,1589.9445,1,0
7,24.02162164124952,1.201387799113652,16.64316382190397,948.19,89.99999999999999,1801.561,0,1
8,20.864160195082444,1.2078422984801669,14.301462103326202,901.36,70.0,1532.312,0,1
7,25.639475536144,1.159400536423057,19.074016033329222,1065.337,30.000000000000004,1384.9381,1,0
8,22.53315617483402,1.3145573156944423,13.039561107021742,1057.193,50.0,1585.7895,1,0
8,21.94106554707299,1.2417552261623772,14.229371625186298,1039.133,50.0,1558.6995000000002,1,0
6,20.76204907202067,1.3246519486556552,11.83223121806747,971.966,50.0,1457.949,0,1
7,23.07107053078228,1.297308893194045,13.708216550140277,983.128,89.99999999999999,1867.9432,0,1
6,23.053060106370975,1.3212777916036078,13.205057966941409,1001.666,70.0,1702.8322,0,1
7,25.510933150399044,1.3252490227762244,14.525508987293335,1092.297,50.0,1638.4455,1,0
6,21.230504566356007,1.279260098055963,12.973065419175288,955.688,89.99999999999999,1815.8072,0,1
7,21.52635059487689,1.3301819162344852,12.166014524334413,1054.884,50.0,1582.326,1,0
7,22.758972578857943,1.1605979103591355,16.896201648372596,910.497,89.99999999999999,1729.9443,0,1
8,26.17377415445189,1.1833792545025064,18.69039361798499,961.87,70.0,1635.179,0,1
7,28.02107442554996,1.2744308423340949,17.252507988969604,1107.756,50.0,1661.634,1,0
8,28.00555798458637,1.2055450460746175,19.269806093885745,1091.196,30.000000000000004,1418.5548,1,0
8,20.67214410085721,1.1854837561190656,14.709378003693628,1017.385,50.0,1526.0775,1,0
7,22.802757897035946,1.305436221272551,13.3806145060573,983.516,70.0,1671.9771999999998,0,1
7,25.629873288784044,1.1652153980956397,18.877045771506417,1066.233,70.0,1812.5961,1,0
8,22.71712399998302,1.30968483855146,13.24401758310402,977.667,89.99999999999999,1857.5673,0,1
7,24.03804261726866,1.1785438030501618,17.306436114899142,936.993,70.0,1592.8881,0,1
6,25.66335717300372,1.248731421355124,16.45793673926196,1085.453,70.0,1845.2701,1,0
7,23.264500586330904,1.324505709275933,13.261298927428085,999.377,70.0,1698.9408999999998,0,1
7,27.800004027395406,1.2871636224068126,16.779435429404643,1107.798,70.0,1883.2566,1,0
7,25.521272064017143,1.2254403894558534,16.9948735216203,980.762,70.0,1667.2954,0,1
9,23.197547853071296,1.3050876532003854,13.619548707844876,1057.261,70.0,1797.3437,1,0
8,20.382629086514104,1.2330351187511028,13.406311592939844,1022.689,89.99999999999999,1943.1091,1,0
6,24.41592561293075,1.3303361463325052,13.795911837822423,1024.866,50.0,1537.299,0,1
7,27.449462823127572,1.1682560792036552,20.1121153244248,978.586,19.999999999999996,1174.3032,0,1
8,28.013037211594707,1.3180493429742508,16.124893696920644,1054.403,70.0,1792.4851,0,1
7,26.351903187652727,1.202932558525475,18.21081686766045,1079.577,70.0,1835.2809,1,0
8,23.441331523796364,1.2570618623911065,14.834365514026656,961.277,70.0,1634.1709,0,1
7,27.02760818473724,1.3109010897765374,15.72779230457428,1044.129,70.0,1775.0192999999997,0,1
8,25.05866640895363,1.1666283617977005,18.41165778092765,1056.29,50.0,1584.435,1,0
8,23.563218199278445,1.1952411601698014,16.49390633983717,932.037,89.99999999999999,1770.8703,0,1
9,24.393451673387,1.2064723036246274,16.75863122449473,942.226,70.0,1601.7842,0,1
8,20.013024883583004,1.290244376819756,12.02178025780886,930.901,89.99999999999999,1768.7118999999998,0,1
6,24.48608019687248,1.2046652865344896,16.87277346378836,1066.659,50.0,1599.9885000000002,1,0
7,20.87762630271824,1.2511131590254787,13.33791470404254,929.98,70.0,1580.966,0,1
7,23.76170165194271,1.1969956234697383,16.584119314088447,1053.702,70.0,1791.2934,1,0
7,26.265825496035674,1.3074601595119897,15.365055257641371,1096.52,50.0,1644.78,1,0
8,23.43599481766289,1.2967085021643272,13.937942755295676,981.027,50.0,1471.5405,0,1
7,26.809860939557264,1.2134374716959857,18.207895707909536,1085.759,50.0,1628.6385,1,0
8,23.400281340609475,1.2122012628354486,15.924713023321276,1048.117,50.0,1572.1754999999998,1,0
6,27.464556926955662,1.33186567969052,15.48287976924739,1067.397,50.0,1601.0955,0,1
7,26.34708354973304,1.1952251927397786,18.443063924696904,976.968,70.0,1660.8456,0,1
8,25.268432165835225,1.3042016862175247,14.855551568708863,1081.691,50.0,1622.5365000000002,1,0
7,26.5058589214143,1.2835921551229723,16.08747087810678,1023.326,89.99999999999999,1944.3194,0,1
6,26.51465627501464,1.2926472515232477,15.868137215300914,1101.091,70.0,1871.8547,1,0
7,26.106909505164506,1.29563127487627,15.552228132837511,1092.984,50.0,1639.476,1,0
7,22.2820875465658,1.2764470320876615,13.675722523457605,961.888,89.99999999999999,1827.5872,0,1
9,24.71009979885493,1.280876318931005,15.061218414257738,1067.666,70.0,1815.0322,1,0
9,27.5154746536924,1.318248359355214,15.833704296612916,1040.886,70.0,1769.5061999999998,0,1
8,26.263088203133208,1.2694788026448236,16.296520418328875,1006.144,50.0,1509.216,0,1
6,26.705927259529563,1.2477918200085545,17.152340647852377,1095.302,50.0,1642.953,1,0
8,24.11766210211887,1.20255214646271,16.67736257109855,943.288,70.0,1603.5896,0,1
7,23.029679863377968,1.2651658090564295,14.387754127939669,1058.263,50.0,1587.3945,1,0
8,24.06293920804524,1.1623043004732003,17.81184817055007,922.414,70.0,1568.1038,0,1
7,24.519023835325186,1.218431575559083,16.515848310838212,1064.616,70.0,1809.8472,1,0
7,22.045472060890205,1.219574567768884,14.821859230078584,930.21,70.0,1581.357,0,1
7,24.534245905935787,1.2895413584077338,14.753741262705052,1076.851,70.0,1830.6467,1,0
6,23.347586717941773,1.3094848165965296,13.615734139504433,1073.549,70.0,1825.0333,1,0
8,24.06726783564289,1.186810661438772,17.086924993125567,1050.204,70.0,1785.3467999999998,1,0
8,21.197578207119683,1.1954714758186478,14.832276393960264,899.743,70.0,1529.5631,0,1
6,21.490819341194065,1.2095876627075182,14.688528026284152,924.418,70.0,1571.5106,0,1
7,27.11402787878441,1.176131150882626,19.60119425245076,1082.337,50.0,1623.5055,1,0
7,20.68129750893448,1.1561767514229095,15.47138942099382,1017.191,50.0,1525.7865000000002,1,0
9,24.620203971686387,1.30413091320818,14.476023100196956,994.162,89.99999999999999,1888.9078,0,1
8,27.119435183411884,1.2155134668335448,18.35528324557508,990.893,70.0,1684.5181,0,1
6,25.02652383163837,1.20251783518667,17.306828012369106,1071.483,50.0,1607.2244999999998,1,0
8,22.533051732687767,1.180484320476628,16.169610840331057,910.545,89.99999999999999,1730.0354999999995,0,1
8,25.61486566109356,1.3263985913452423,14.559416786110411,1025.723,70.0,1743.7290999999998,0,1
9,22.617480118792816,1.2983725507593702,13.416695597760514,963.846,70.0,1638.5382,0,1
7,27.62578590750083,1.265743896567605,17.243402194574834,1029.745,50.0,1544.6174999999998,0,1
6,20.818628180138514,1.1901763898985434,14.697025488734694,905.503,70.0,1539.3551,0,1
7,27.00400037055319,1.2015584665367671,18.704163465751574,989.134,19.999999999999996,1186.9608,0,1
7,27.07145616984248,1.258135298647971,17.102394599340695,1018.347,70.0,1731.1899,0,1
6,20.51707260165085,1.2293644730917366,13.575445117216246,1032.756,50.0,1549.134,1,0
8,25.31368405652277,1.166916402592513,18.589849180152715,1058.787,70.0,1799.9379,1,0
6,27.245430062532996,1.2749212701051498,16.762042369494768,1035.923,70.0,1761.0691,0,1
6,24.37955931139638,1.2292646231104332,16.133741134458113,1069.819,70.0,1818.6923,1,0
6,20.426668823117293,1.2212462058040483,13.695916287867062,1030.508,50.0,1545.7620000000002,1,0
7,24.73892580395862,1.2159386102312113,16.732373102889618,965.293,89.99999999999999,1834.0567,0,1
9,21.73843600927103,1.2581908861264028,13.732045229447348,931.712,89.99999999999999,1770.2528,0,1
8,22.366229464870543,1.2772496687900965,13.710117559522292,956.642,89.99999999999999,1817.6198,0,1
8,21.47739368172984,1.3009754700371898,12.689466450866409,1044.749,70.0,1776.0733,1,0
8,20.519724777666998,1.1873844618942435,14.554215750108192,886.412,70.0,1506.9004,0,1
7,21.27179392282355,1.1711520354858966,15.508777376721346,895.4,89.99999999999999,1701.26,0,1
6,24.48038687531018,1.3011257334444768,14.4603812777964,1083.003,70.0,1841.1051,1,0
7,21.35561121186808,1.2017288864354727,14.787644605052344,1031.408,50.0,1547.112,1,0
6,21.21197137663804,1.313510784428718,12.294581400337044,972.559,70.0,1653.3502999999998,0,1
8,26.44772938663244,1.2478166421471502,16.985832827533006,997.842,50.0,1496.763,0,1
6,26.02587065299092,1.3295484704747074,14.723020525753125,1102.672,70.0,1874.5424,1,0
9,21.867952630826483,1.1799229219388387,15.707275033891609,1023.219,70.0,1739.4723,1,0
8,24.524163324546137,1.255915970212813,15.547946366492065,975.539,89.99999999999999,1853.5241,0,1
8,23.040822795267303,1.175734705296537,16.667839432002623,915.127,89.99999999999999,1738.7413,0,1
6,25.2842972239378,1.307717859052261,14.785049312410043,1025.454,50.0,1538.181,0,1
8,27.23342669081309,1.2542217470655626,17.3122548665438,1092.059,70.0,1856.5003,1,0
8,20.57984611018809,1.3126925879078244,11.943072175658749,1038.124,50.0,1557.186,1,0
9,24.76650418265455,1.2041255059156148,17.08131093323,1055.16,70.0,1793.7720000000002,1,0
8,25.66714549668228,1.3279207402957034,14.55570564360929,1089.551,70.0,1852.2367,1,0
7,21.279977108837347,1.2398609837854255,13.84283903579612,1037.164,50.0,1555.746,1,0
8,23.258596443635174,1.3091856438976204,13.570037090905023,984.836,50.0,1477.254,0,1
6,25.218627007490625,1.29302216556137,15.083756007299726,1017.206,50.0,1525.809,0,1
8,24.681816644240435,1.325774210635982,14.042291631011947,1012.628,70.0,1721.4676,0,1
7,26.56097169232596,1.164071662385795,19.601284164066847,964.321,19.999999999999996,1157.1852,0,1
7,23.992128740214003,1.3018031909815906,14.157224521372454,997.994,70.0,1696.5898,0,1
7,26.433899191227017,1.1599475431940902,19.64647005680735,1073.057,70.0,1824.1969,1,0
8,21.32112739775902,1.210917903249514,14.540547675737317,1027.939,70.0,1747.4963,1,0
7,22.09543327131207,1.2770732851418305,13.54786567303036,959.644,70.0,1631.3948,0,1
9,23.62377109246965,1.2369201152872085,15.440662179013083,946.906,70.0,1609.7402,0,1
6,26.67596542435754,1.2199354732062706,17.92447425109237,1090.278,50.0,1635.417,1,0
6,24.914828354406136,1.2768309259608108,15.282384186299078,1004.949,89.99999999999999,1909.4031,0,1
8,26.823350999377013,1.310445459479808,15.619787882702154,1034.303,50.0,1551.4545000000005,0,1
7,22.92883019548728,1.2346877690247722,15.040684661783793,1052.114,50.0,1578.171,1,0
6,25.496601778417457,1.2267342385857591,16.942649536284033,1080.112,50.0,1620.168,1,0
9,27.698899365922912,1.1781279052066238,19.956189844420933,1078.891,89.99999999999999,2049.8929,1,0
